cluster,log_mom_1,log_mom_5,vol_5,log_mom_15,vol_15,log_mom_30,vol_30,log_mom_50,vol_50,log_mom_96,vol_96
0,-0.0002422157675524877,-0.0007375049680356864,0.0020738565594164756,-0.0011001789760720412,0.0022285031450596333,-0.0006997847689280465,0.0023631649005697317,0.0001187506814806855,0.0025099119839435626,0.001617677929345935,0.0026977302438483796
1,0.001435690673450756,0.0031159931372677536,0.004295526700514237,0.0010000065448533767,0.0046764719154513265,-0.0077425911807342635,0.00476192649427832,-0.020598875032912693,0.004798515634454103,-0.03432313518919359,0.004584427902413758
2,-0.013889967857044064,-0.14350240043033038,0.10019510819821065,-0.1942104479474195,0.058688925348597924,-0.2297998213086979,0.041415301546524785,-0.22984704409280884,0.03216251966480097,-0.22267750544650436,0.02330565878773674
3,-0.00043254454491251614,-0.0008171373881544043,0.005623785978494027,0.004191518462983099,0.006409895082120874,0.017948134870836963,0.007702720798952517,-0.006564150755083963,0.017051378679556164,-0.12567661159762658,0.027705737410910338
4,0.0013203429966003686,0.00562939625503504,0.003739235289399441,0.013730614653281405,0.003861328460648965,0.02322348859752697,0.0038481357454950987,0.031027376370292542,0.003798682254423937,0.03576395165213386,0.0038160700029715665
5,0.002098469242701019,0.014786271698516476,0.014794193199256263,-0.024151084146481802,0.036240963917981664,-0.12267669624385298,0.048566610878771926,-0.1643965328506808,0.037753776705443415,-0.16608262608429628,0.027219679924198926
6,-0.00319832441454078,-0.011016405486006992,0.004684309193454304,-0.022288033345568118,0.004776485478695081,-0.031440369350448645,0.004656332768379304,-0.03480354485406388,0.004405401155676697,-0.03813900996822967,0.004320073425307681
