cluster,relative_volume,log_mom_1,log_mom_10,log_mom_50,log_mom_96,vol_5,vol_50,vol_96,macd_normalized,bb_distance,supertrend_direction,k_minus_d
0,4.59814432491382,-0.0019156079667522656,-0.01022919720015178,-0.01384290127942687,-0.013691577929988884,0.0027059400453363644,0.0016774560818519555,0.001546307368492892,-0.0025306737260006665,-0.5317527775918449,-0.41621621621621624,-4.680016077602696
1,1.411025816430907,-0.000135856547431627,-0.0022640044814589114,-0.012866314060854043,-0.022917276396677688,0.004177610164658089,0.00445811951028821,0.004343403685802624,-0.0019300241768233888,-0.02923281644769823,-1.0,0.7026609283376783
2,0.9099878210288422,-2.224105179523414e-05,-6.640212438461316e-05,-0.0005291131636900673,-0.0010825519055955772,0.0006147774717716028,0.0006814152521523355,0.0006968847057864816,-7.193786151550687e-05,-0.015145527582277208,-0.07901907356948229,-0.08636720518033013
3,0.7614017186902762,-1.9956379361860122e-05,-5.824925612669508e-05,-0.0004285007974193479,-0.0023387016223513917,0.0013742577593224936,0.0017487617254569531,0.0018860338807086428,-2.6898562256532693e-05,-0.006673884661446412,-1.0,-0.23251716426147256
4,0.9785756054335495,8.649709461096974e-05,0.0006389407989140905,0.0018260927540170195,0.0027868920218405975,0.0017116708057193133,0.0019564354145271464,0.002071754511190285,0.0002754316487450272,0.022101779834911114,1.0,0.13561782655575869
